City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
554,Quelimane,MZ,80.55,few clouds,-17.8786,36.8883,Hotel Flamingo
555,Tocopilla,CL,69.98,scattered clouds,-22.092,-70.1979,Hotel Galvarino
556,Berbera,SO,75.24,overcast clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
557,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
558,Prachuap Khiri Khan,TH,78.69,few clouds,12.2167,99.75,ผกากรองรีสอร์ท
559,Lagos,NG,80.87,scattered clouds,6.5833,3.75,
561,Marrakesh,MA,71.67,overcast clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
562,Miri,MY,75.34,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
563,Amapa,BR,76.32,broken clouds,1.0,-52.0,
564,Oudtshoorn,ZA,61.16,clear sky,-33.5907,22.2014,Earthbound Guest House
568,Sibolga,ID,75.45,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
569,Guerrero Negro,MX,62.83,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
571,Sechura,PE,80.67,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
573,Belmonte,BR,82.9,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
574,Howard Springs,AU,76.91,light rain,-12.497,131.047,buffalo beach hostel
575,Mahina,PF,85.77,scattered clouds,-17.5065,-149.489,Guest Beach Bungalow Tahiti
577,Vaitape,PF,81.19,overcast clouds,-16.5167,-151.75,Conrad Bora Bora Nui
578,San Isidro,PE,80.19,light rain,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
579,Ponta Delgada,PT,61.5,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
583,Raga,SS,75.02,broken clouds,8.4596,25.678,
584,Villazon,BO,60.94,overcast clouds,-22.0866,-65.5942,La Candelaria
586,Ahipara,NZ,71.29,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
588,Alta Floresta,BR,76.82,very heavy rain,-9.8756,-56.0861,Floresta Amazonica Hotel
589,Modakeke,NG,76.46,broken clouds,7.3833,4.2667,
590,Rudbar,AF,55.24,clear sky,30.15,62.6,
592,Port Macquarie,AU,68.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
595,Moranbah,AU,74.3,broken clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
597,Pouebo,NC,81.21,few clouds,-20.4,164.5667,RIVÂT LODGE
598,Mersing,MY,80.51,overcast clouds,2.4312,103.8405,Timotel Hotel
599,Kanniyakumari,IN,77.49,clear sky,8.0833,77.5667,Sparsa Kanyakumari
601,Tigre,AR,81.25,clear sky,-34.426,-58.5796,Puerto Delta Apartamentos
602,Port Keats,AU,77.9,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
603,Sambalpur,IN,63.23,clear sky,21.45,83.9667,Hotel Saket
604,Sakakah,SA,56.77,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
605,Lumeje,AO,66.02,overcast clouds,-11.55,20.7833,
606,Namwala,ZM,65.64,broken clouds,-15.7504,26.4384,Corner Point Lodge
607,General Elizardo Aquino,PY,86.38,broken clouds,-24.4333,-56.7,Caacupeii Jhugua Rey
609,Quatre Cocos,MU,79.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
613,Manta,EC,85.78,broken clouds,-0.95,-80.7333,Balandra Hotel
614,Taree,AU,72.1,broken clouds,-31.9,152.4667,All Seasons Country Lodge Taree
617,Clearlake,US,51.89,broken clouds,38.9582,-122.6264,Americas Best Value Inn & Suites Clearlake Wine Country
618,Varca,IN,71.73,few clouds,15.2167,73.9167,"Taj Exotica Resort & Spa, Goa"
619,Rawson,AR,65.26,clear sky,-43.3002,-65.1023,Hosteria Sampedro
620,Demba,CD,69.44,overcast clouds,-5.51,22.2667,Guest House Du Cinquantenaire
621,Moindou,NC,80.55,few clouds,-21.6924,165.677,Equi-lodge de Moindou
622,Colares,PT,66.29,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
623,Zanesville,US,62.37,overcast clouds,39.9404,-82.0132,"Holiday Inn Express & Suites Zanesville North, an IHG Hotel"
624,Caluquembe,AO,61.0,moderate rain,-13.7833,14.6833,Hotel Kalukembe
626,Te Anau,NZ,52.68,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
627,Gatton,AU,71.64,light rain,-27.55,152.2833,Room Motels Gatton
628,Houma,US,84.2,haze,29.5958,-90.7195,Courtyard by Marriott Houma
629,Vila Franca Do Campo,PT,61.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
630,Zemio,CF,75.2,broken clouds,5.0314,25.1361,OCHA Office
631,Omboue,GA,79.2,light rain,-1.5746,9.2618,Hotel Olako
634,Acapulco,MX,87.62,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
635,Carballo,ES,51.87,broken clouds,43.213,-8.691,Pazo do Souto
638,Santiago Del Estero,AR,81.03,broken clouds,-27.7951,-64.2615,Apartamentos Castelli 90
639,Moerai,PF,79.14,clear sky,-22.4333,-151.3333,Le Manotel
640,Teseney,ER,76.89,few clouds,15.11,36.6575,Sabrin Hotel
642,Biak,ID,75.61,overcast clouds,-0.9131,122.8766,Penginapan Kim
643,Piacabucu,BR,80.58,clear sky,-10.4056,-36.4344,Piaçabuçu News
644,Buraydah,SA,61.25,few clouds,26.326,43.975,Mövenpick Qassim
645,Lodja,CD,70.29,broken clouds,-3.4833,23.4333,
647,Nabire,ID,74.03,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
649,General Pico,AR,79.52,broken clouds,-35.6566,-63.7568,Euskadi Hotel
650,Rapallo,IT,56.61,clear sky,44.3511,9.2297,Hotel Portofino
653,Martil,MA,62.67,broken clouds,35.6166,-5.2752,فندق مرتيل
654,Souillac,MU,79.36,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
655,Ariquemes,BR,79.03,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
656,Baloda Bazar,IN,66.43,clear sky,21.6667,82.1667,STARiHOTELS Baloda Bazaar
657,Bandar-E Lengeh,IR,68.43,clear sky,26.5579,54.8807,کافی نت پارس
658,Daltenganj,IN,57.94,clear sky,24.0333,84.0667,Hotel Galaxy Inn
659,Port-De-Bouc,FR,55.42,clear sky,43.4,4.9833,HOTEL RESIDENCE LES AIGUADES
660,San Rafael,AR,55.81,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
661,Lushoto,TZ,61.99,light rain,-4.7833,38.2833,Kakauona Resort
662,Mahanoro,MG,81.66,overcast clouds,-19.9,48.8,BUNGALOW MAHAMANINA
664,Suwannaphum,TH,64.4,scattered clouds,15.6035,103.8021,วรรณมณี รีสอร์ท
666,Aguimes,ES,63.23,clear sky,27.9054,-15.4461,Hotel Villa de Aguimes
668,Tamale,GH,85.98,broken clouds,9.4008,-0.8393,Tap Hotel
670,Grand-Lahou,CI,80.37,scattered clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
672,Viljoenskroon,ZA,63.97,clear sky,-27.2084,26.9485,DIE LAPA
674,Juquia,BR,84.36,clear sky,-24.3208,-47.6347,Casa Quero Verde
675,Broome,US,52.02,moderate rain,42.2506,-75.833,Chenango Valley State Park
677,Paragominas,BR,75.18,heavy intensity rain,-2.9667,-47.4833,INOVA
678,Sola,VU,82.13,few clouds,-13.8833,167.55,Leumerus Bungalows
679,Tuatapere,NZ,55.81,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
680,Pindobacu,BR,81.03,scattered clouds,-10.7417,-40.3608,Hotel Valmont
681,Paraisopolis,BR,85.23,few clouds,-22.5542,-45.78,PARK HOTEL
682,Luau,AO,65.75,light rain,-10.7073,22.2247,Casa- Bernardo Cândido
684,Massakory,TD,76.69,clear sky,12.996,15.7293,
